Receipt,Date,SKU,Item,Qty,Unit price,Line total,Type,Return reason,Original receipt
R51482,04/09/2026 10:58 AM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51483,04/09/2026 02:12 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51484,04/09/2026 03:32 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51485,04/09/2026 04:19 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51486,04/09/2026 04:47 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51487,04/10/2026 09:19 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51488,04/10/2026 09:58 AM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51489,04/10/2026 04:11 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51490,04/11/2026 09:29 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51491,04/11/2026 01:14 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51492,04/13/2026 10:05 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51493,04/13/2026 12:24 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51494,04/13/2026 01:14 PM,OIL-SO16,Wild salmon oil 16 oz,2,24.99,49.98,Sale,,
R51495,04/14/2026 10:48 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51496,04/14/2026 05:48 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51497,04/15/2026 10:18 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51498,04/15/2026 10:33 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51499,04/15/2026 02:30 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51500,04/15/2026 02:50 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51501,04/15/2026 06:15 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51502,04/15/2026 06:48 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51503,04/16/2026 09:24 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51504,04/16/2026 01:01 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51505,04/16/2026 01:05 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51506,04/16/2026 02:25 PM,LIT-CC35,Clumping clay litter 35 lb,3,21.99,65.97,Sale,,
R51507,04/16/2026 03:00 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51508,04/16/2026 06:22 PM,HAY-MT05,Meadow timothy hay 5 lb,3,16.99,50.97,Sale,,
R51509,04/17/2026 10:12 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51510,04/17/2026 10:51 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51511,04/17/2026 11:00 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51512,04/17/2026 04:47 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51513,04/17/2026 05:32 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51514,04/18/2026 09:32 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51515,04/18/2026 10:51 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51516,04/18/2026 04:49 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51517,04/18/2026 05:20 PM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51518,04/18/2026 05:30 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51519,04/18/2026 06:15 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51520,04/18/2026 06:38 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51521,04/20/2026 11:54 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51522,04/20/2026 03:37 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51523,04/20/2026 05:55 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51524,04/21/2026 10:59 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51525,04/21/2026 11:40 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51526,04/21/2026 02:41 PM,LIT-CC35,Clumping clay litter 35 lb,3,21.99,65.97,Sale,,
R51527,04/21/2026 06:34 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51528,04/22/2026 09:14 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51529,04/22/2026 09:26 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51530,04/22/2026 12:36 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51531,04/22/2026 03:47 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51532,04/22/2026 04:44 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51533,04/22/2026 05:21 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51534,04/23/2026 10:34 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51535,04/23/2026 11:22 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51536,04/23/2026 11:29 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51537,04/23/2026 03:32 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51538,04/23/2026 04:12 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51539,04/23/2026 06:29 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51540,04/24/2026 09:20 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51541,04/24/2026 10:14 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51542,04/24/2026 10:37 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51543,04/24/2026 11:53 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51544,04/24/2026 01:54 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51545,04/24/2026 04:53 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51546,04/24/2026 05:33 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51547,04/25/2026 02:01 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51548,04/25/2026 02:10 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51549,04/25/2026 03:01 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51550,04/25/2026 03:21 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51551,04/25/2026 03:42 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51552,04/25/2026 04:09 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51553,04/25/2026 04:50 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51554,04/27/2026 09:38 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51555,04/27/2026 11:30 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51556,04/27/2026 11:49 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51557,04/27/2026 02:18 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51558,04/27/2026 03:22 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51559,04/27/2026 03:57 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51560,04/27/2026 06:00 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51561,04/27/2026 06:15 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51562,04/28/2026 10:40 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51563,04/28/2026 12:07 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51564,04/28/2026 04:08 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51565,04/28/2026 04:37 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51566,04/28/2026 05:39 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51567,04/28/2026 06:16 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51568,04/29/2026 09:05 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51569,04/29/2026 11:03 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51570,04/29/2026 02:02 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51571,04/29/2026 02:52 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51572,04/29/2026 03:34 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51573,04/29/2026 03:36 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51574,04/29/2026 04:00 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51575,04/29/2026 06:06 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51576,04/30/2026 11:11 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51577,04/30/2026 04:07 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51578,04/30/2026 04:49 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51579,04/30/2026 06:05 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51580,04/30/2026 06:40 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51581,05/01/2026 12:04 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51582,05/01/2026 12:34 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51583,05/01/2026 01:40 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51584,05/01/2026 02:44 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51585,05/01/2026 02:57 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51586,05/01/2026 03:40 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51587,05/01/2026 04:10 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51588,05/02/2026 01:04 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51589,05/02/2026 02:00 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51590,05/02/2026 02:07 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51591,05/02/2026 02:27 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51592,05/02/2026 03:43 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51593,05/02/2026 06:02 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51594,05/04/2026 09:55 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51595,05/04/2026 11:14 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51596,05/04/2026 01:01 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51597,05/04/2026 02:02 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51598,05/04/2026 03:39 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51599,05/04/2026 06:54 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51600,05/05/2026 12:01 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51601,05/05/2026 12:04 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51602,05/05/2026 01:21 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51603,05/05/2026 02:26 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51604,05/05/2026 03:11 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51605,05/05/2026 03:49 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51606,05/06/2026 09:46 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51607,05/06/2026 09:55 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51608,05/06/2026 03:35 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51609,05/06/2026 05:20 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51610,05/07/2026 10:03 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51611,05/07/2026 12:52 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51612,05/07/2026 02:11 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51613,05/07/2026 02:17 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51614,05/07/2026 03:06 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51615,05/07/2026 05:45 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51616,05/07/2026 06:50 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51617,05/08/2026 09:34 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51618,05/08/2026 11:40 AM,HAY-MT05,Meadow timothy hay 5 lb,3,16.99,50.97,Sale,,
R51619,05/08/2026 12:08 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51620,05/09/2026 11:17 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51621,05/09/2026 01:28 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51622,05/09/2026 05:19 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51623,05/11/2026 12:16 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51624,05/11/2026 12:39 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51625,05/11/2026 12:47 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51626,05/11/2026 01:35 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51627,05/11/2026 06:18 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51628,05/12/2026 10:21 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51629,05/12/2026 11:06 AM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51630,05/12/2026 02:20 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51631,05/12/2026 05:54 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51632,05/13/2026 10:27 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51633,05/13/2026 12:32 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51634,05/13/2026 02:22 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51635,05/13/2026 04:45 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51636,05/14/2026 01:45 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51637,05/14/2026 04:01 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51638,05/14/2026 04:57 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51639,05/15/2026 09:12 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51640,05/15/2026 02:17 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51641,05/15/2026 02:38 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51642,05/15/2026 03:04 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51643,05/16/2026 09:00 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51644,05/16/2026 11:13 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51645,05/16/2026 12:40 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51646,05/16/2026 04:57 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51647,05/16/2026 06:23 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51648,05/18/2026 11:09 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51649,05/18/2026 11:52 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51650,05/18/2026 12:04 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51651,05/18/2026 01:57 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51652,05/18/2026 02:38 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51653,05/18/2026 03:56 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51654,05/19/2026 10:23 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51655,05/19/2026 02:59 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51656,05/20/2026 11:13 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51657,05/20/2026 03:24 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51658,05/20/2026 03:57 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51659,05/20/2026 05:57 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51660,05/21/2026 09:12 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51661,05/21/2026 10:47 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51662,05/21/2026 11:28 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51663,05/21/2026 11:31 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51664,05/21/2026 04:54 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51665,05/21/2026 05:19 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51666,05/21/2026 06:36 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51667,05/22/2026 10:15 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51668,05/22/2026 12:30 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51669,05/22/2026 04:37 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51670,05/22/2026 04:37 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51671,05/22/2026 05:24 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51672,05/22/2026 05:40 PM,HAY-MT05,Meadow timothy hay 5 lb,3,16.99,50.97,Sale,,
R51673,05/22/2026 05:46 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51674,05/23/2026 01:22 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51675,05/23/2026 02:38 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51676,05/23/2026 03:30 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51677,05/23/2026 04:04 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51678,05/23/2026 04:20 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51679,05/23/2026 05:36 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51680,05/25/2026 10:28 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51681,05/25/2026 12:24 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51682,05/25/2026 12:30 PM,HAY-MT05,Meadow timothy hay 5 lb,-1,16.99,-16.99,Return,"Mold found - damaged, discarded",R51672
R51683,05/25/2026 02:55 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51684,05/25/2026 03:20 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51685,05/25/2026 03:24 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51686,05/25/2026 04:30 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51687,05/25/2026 05:10 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51688,05/26/2026 12:58 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51689,05/26/2026 01:55 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51690,05/26/2026 01:56 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51691,05/26/2026 05:26 PM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51692,05/26/2026 05:31 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51693,05/26/2026 06:11 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51694,05/26/2026 06:45 PM,CHW-DC30,"Dental chews, 30 count",3,28.99,86.97,Sale,,
R51695,05/27/2026 10:25 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51696,05/27/2026 10:28 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51697,05/27/2026 01:26 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51698,05/27/2026 03:44 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51699,05/27/2026 05:24 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51700,05/27/2026 06:20 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51701,05/28/2026 09:22 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51702,05/28/2026 10:16 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51703,05/28/2026 10:31 AM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51704,05/28/2026 11:01 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51705,05/28/2026 11:48 AM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51706,05/28/2026 06:36 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51707,05/29/2026 09:52 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51708,05/29/2026 01:59 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51709,05/29/2026 02:51 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51710,05/29/2026 04:25 PM,LIT-CC35,Clumping clay litter 35 lb,3,21.99,65.97,Sale,,
R51711,05/29/2026 04:32 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51712,05/29/2026 05:24 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51713,05/30/2026 10:12 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51714,05/30/2026 11:48 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51715,05/30/2026 01:12 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51716,05/30/2026 03:56 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51717,05/30/2026 04:31 PM,HAY-MT05,Meadow timothy hay 5 lb,3,16.99,50.97,Sale,,
R51718,06/01/2026 09:04 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51719,06/01/2026 10:00 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51720,06/01/2026 10:25 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51721,06/01/2026 01:02 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
