Check #,Opened,Server,Menu Group,Item,Parent Item,Qty,Gross Price,Discount,Discount Reason,Net Price,Voided
37746,07/15/2026 09:35 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37746,07/15/2026 09:35 AM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37747,07/15/2026 12:44 PM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37747,07/15/2026 12:44 PM,Maribel,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
37747,07/15/2026 12:44 PM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37748,07/15/2026 11:00 AM,Theo,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37748,07/15/2026 11:00 AM,Theo,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
37748,07/15/2026 11:00 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37748,07/15/2026 11:00 AM,Theo,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
37749,07/15/2026 07:57 AM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37750,07/15/2026 01:43 PM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37751,07/15/2026 12:49 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37751,07/15/2026 12:49 PM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37751,07/15/2026 12:49 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37752,07/15/2026 07:40 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37752,07/15/2026 07:40 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37753,07/15/2026 01:20 PM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37753,07/15/2026 01:20 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37754,07/15/2026 12:29 PM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37754,07/15/2026 12:29 PM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37754,07/15/2026 12:29 PM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37754,07/15/2026 12:29 PM,Rashid,Modifiers,+ Vanilla syrup,Latte,1,0.60,0.00,,0.60,No
37755,07/15/2026 11:41 AM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37755,07/15/2026 11:41 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37755,07/15/2026 11:41 AM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37755,07/15/2026 11:41 AM,Rashid,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37756,07/15/2026 12:52 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,1.50,Staff meal 50%,1.50,No
37756,07/15/2026 12:52 PM,Ines,Breakfast,Avocado Toast,,1,11.00,5.50,Staff meal 50%,5.50,No
37756,07/15/2026 12:52 PM,Ines,Coffee & Tea,Latte,,1,5.25,2.62,Staff meal 50%,2.63,No
37757,07/15/2026 11:16 AM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37757,07/15/2026 11:16 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37758,07/15/2026 09:50 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37759,07/15/2026 08:55 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37760,07/15/2026 12:11 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37760,07/15/2026 12:11 PM,Rashid,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37760,07/15/2026 12:11 PM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37760,07/15/2026 12:11 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37761,07/15/2026 09:39 AM,Ines,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37761,07/15/2026 09:39 AM,Ines,Modifiers,+ No onions,Turkey Club,1,0.00,0.00,,0.00,No
37762,07/15/2026 11:01 AM,Maribel,Lunch,Soup of the Day,,1,7.00,7.00,Comp - manager,0.00,No
37763,07/15/2026 09:17 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37763,07/15/2026 09:17 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37763,07/15/2026 09:17 AM,Maribel,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
37763,07/15/2026 09:17 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37763,07/15/2026 09:17 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37764,07/15/2026 11:59 AM,Rashid,Lunch,Turkey Club,,1,13.50,6.75,Staff meal 50%,6.75,No
37764,07/15/2026 11:59 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,2.38,Staff meal 50%,2.37,No
37764,07/15/2026 11:59 AM,Rashid,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.50,Staff meal 50%,0.50,No
37765,07/15/2026 02:33 PM,Theo,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37765,07/15/2026 02:33 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37765,07/15/2026 02:33 PM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37766,07/15/2026 08:16 AM,Rashid,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37766,07/15/2026 08:16 AM,Rashid,Modifiers,+ Vanilla syrup,Cold Brew,1,0.60,0.00,,0.60,No
37766,07/15/2026 08:16 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37767,07/15/2026 07:48 AM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,0.00,Yes
37767,07/15/2026 07:48 AM,Kai,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,0.00,Yes
37767,07/15/2026 07:48 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37767,07/15/2026 07:48 AM,Kai,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37768,07/15/2026 07:48 AM,Rashid,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37768,07/15/2026 07:48 AM,Rashid,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37768,07/15/2026 07:48 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37768,07/15/2026 07:48 AM,Rashid,Modifiers,+ Add bacon,Turkey Club,1,2.50,0.00,,2.50,No
37769,07/15/2026 12:07 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37769,07/15/2026 12:07 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37769,07/15/2026 12:07 PM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37769,07/15/2026 12:07 PM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
37770,07/15/2026 01:16 PM,Ines,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,0.00,Yes
37770,07/15/2026 01:16 PM,Ines,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,0.00,Yes
37771,07/15/2026 12:43 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37771,07/15/2026 12:43 PM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37771,07/15/2026 12:43 PM,Theo,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
37772,07/15/2026 08:19 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,0.00,Yes
37773,07/15/2026 11:23 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37773,07/15/2026 11:23 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37773,07/15/2026 11:23 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37773,07/15/2026 11:23 AM,Theo,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
37774,07/15/2026 12:26 PM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37774,07/15/2026 12:26 PM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37775,07/15/2026 12:36 PM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37775,07/15/2026 12:36 PM,Ines,Modifiers,+ Oat milk,Cold Brew,1,0.75,0.00,,0.75,No
37776,07/15/2026 08:23 AM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37777,07/15/2026 01:59 PM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37777,07/15/2026 01:59 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37777,07/15/2026 01:59 PM,Ines,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37778,07/15/2026 12:47 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37778,07/15/2026 12:47 PM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37779,07/15/2026 09:58 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37779,07/15/2026 09:58 AM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37779,07/15/2026 09:58 AM,Maribel,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
37780,07/15/2026 07:38 AM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37780,07/15/2026 07:38 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37780,07/15/2026 07:38 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37780,07/15/2026 07:38 AM,Maribel,Modifiers,+ Gluten-free bread,Turkey Club,1,1.50,0.00,,1.50,No
37781,07/16/2026 07:11 AM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37782,07/16/2026 02:55 PM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37782,07/16/2026 02:55 PM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37783,07/16/2026 01:26 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37783,07/16/2026 01:26 PM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37784,07/16/2026 09:17 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37785,07/16/2026 07:29 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37785,07/16/2026 07:29 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37786,07/16/2026 07:42 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37786,07/16/2026 07:42 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37787,07/16/2026 11:10 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37787,07/16/2026 11:10 AM,Kai,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37787,07/16/2026 11:10 AM,Kai,Modifiers,+ Extra shot,Cappuccino,1,1.00,0.00,,1.00,No
37787,07/16/2026 11:10 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37788,07/16/2026 11:36 AM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37788,07/16/2026 11:36 AM,Rashid,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37788,07/16/2026 11:36 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37789,07/16/2026 10:25 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37790,07/16/2026 10:20 AM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37791,07/16/2026 11:36 AM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,3.00,Comp - manager,0.00,No
37791,07/16/2026 11:36 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37792,07/16/2026 12:46 PM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37792,07/16/2026 12:46 PM,Kai,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37793,07/16/2026 01:53 PM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37793,07/16/2026 01:53 PM,Maribel,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37793,07/16/2026 01:53 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37794,07/16/2026 01:13 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37795,07/16/2026 03:00 PM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37795,07/16/2026 03:00 PM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37796,07/16/2026 09:04 AM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37796,07/16/2026 09:04 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37797,07/16/2026 07:34 AM,Ines,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37797,07/16/2026 07:34 AM,Ines,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37797,07/16/2026 07:34 AM,Ines,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
37798,07/16/2026 08:34 AM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37798,07/16/2026 08:34 AM,Rashid,Modifiers,+ Gluten-free bread,Avocado Toast,1,1.50,0.00,,1.50,No
37799,07/16/2026 08:40 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37799,07/16/2026 08:40 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37800,07/16/2026 09:37 AM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37801,07/16/2026 02:01 PM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37802,07/16/2026 10:56 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37802,07/16/2026 10:56 AM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37803,07/16/2026 01:36 PM,Ines,Bakery,Croissant,,1,3.75,3.75,Comp - manager,0.00,No
37803,07/16/2026 01:36 PM,Ines,Breakfast,Avocado Toast,,1,11.00,11.00,Comp - manager,0.00,No
37804,07/16/2026 01:42 PM,Ines,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37804,07/16/2026 01:42 PM,Ines,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37805,07/16/2026 11:28 AM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37806,07/16/2026 12:54 PM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37806,07/16/2026 12:54 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37806,07/16/2026 12:54 PM,Maribel,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37807,07/16/2026 01:45 PM,Rashid,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37807,07/16/2026 01:45 PM,Rashid,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37808,07/16/2026 07:36 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37809,07/16/2026 10:09 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37809,07/16/2026 10:09 AM,Kai,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37809,07/16/2026 10:09 AM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37810,07/16/2026 08:26 AM,Ines,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37810,07/16/2026 08:26 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37810,07/16/2026 08:26 AM,Ines,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37811,07/16/2026 08:33 AM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37811,07/16/2026 08:33 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37811,07/16/2026 08:33 AM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37811,07/16/2026 08:33 AM,Kai,Modifiers,+ Gluten-free bread,Avocado Toast,1,1.50,0.00,,1.50,No
37812,07/16/2026 08:38 AM,Theo,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37812,07/16/2026 08:38 AM,Theo,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37812,07/16/2026 08:38 AM,Theo,Modifiers,+ Add avocado,Greek Salad,1,2.00,0.00,,2.00,No
37812,07/16/2026 08:38 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37813,07/16/2026 11:33 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37813,07/16/2026 11:33 AM,Kai,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37813,07/16/2026 11:33 AM,Kai,Coffee & Tea,Cappuccino,,1,4.75,0.00,,0.00,Yes
37813,07/16/2026 11:33 AM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37814,07/16/2026 10:05 AM,Maribel,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,0.00,Yes
37815,07/16/2026 09:32 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37815,07/16/2026 09:32 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37816,07/16/2026 09:24 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37816,07/16/2026 09:24 AM,Maribel,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37817,07/16/2026 07:54 AM,Ines,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37818,07/16/2026 02:04 PM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,0.00,Yes
37819,07/16/2026 01:48 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37819,07/16/2026 01:48 PM,Maribel,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37819,07/16/2026 01:48 PM,Maribel,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
37820,07/16/2026 01:06 PM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37821,07/16/2026 08:17 AM,Maribel,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37821,07/16/2026 08:17 AM,Maribel,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37821,07/16/2026 08:17 AM,Maribel,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37822,07/16/2026 12:51 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37822,07/16/2026 12:51 PM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37822,07/16/2026 12:51 PM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37823,07/16/2026 11:42 AM,Ines,Lunch,Turkey Club,,1,13.50,0.00,,0.00,Yes
37823,07/16/2026 11:42 AM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37823,07/16/2026 11:42 AM,Ines,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37824,07/16/2026 02:36 PM,Ines,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37825,07/16/2026 08:28 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37825,07/16/2026 08:28 AM,Kai,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37825,07/16/2026 08:28 AM,Kai,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37825,07/16/2026 08:28 AM,Kai,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37826,07/17/2026 02:39 PM,Kai,Bakery,Chocolate Chip Cookie,,1,2.75,0.00,,2.75,No
37827,07/17/2026 09:07 AM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37827,07/17/2026 09:07 AM,Ines,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37828,07/17/2026 12:18 PM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,4.75,Comp - manager,0.00,No
37828,07/17/2026 12:18 PM,Rashid,Coffee & Tea,Cold Brew,,1,4.50,0.00,,4.50,No
37829,07/17/2026 01:53 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37829,07/17/2026 01:53 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37829,07/17/2026 01:53 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37830,07/17/2026 10:53 AM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37831,07/17/2026 07:25 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37831,07/17/2026 07:25 AM,Kai,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37832,07/17/2026 12:17 PM,Maribel,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37833,07/17/2026 02:17 PM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37834,07/17/2026 07:04 AM,Theo,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37835,07/17/2026 07:33 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37835,07/17/2026 07:33 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37835,07/17/2026 07:33 AM,Theo,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37835,07/17/2026 07:33 AM,Theo,Modifiers,+ Oat milk,Cappuccino,1,0.75,0.00,,0.75,No
37836,07/17/2026 10:02 AM,Maribel,Lunch,Soup of the Day,,1,7.00,0.00,,7.00,No
37836,07/17/2026 10:02 AM,Maribel,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37836,07/17/2026 10:02 AM,Maribel,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37837,07/17/2026 12:56 PM,Ines,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37838,07/17/2026 02:09 PM,Theo,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37839,07/17/2026 08:07 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37839,07/17/2026 08:07 AM,Kai,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37839,07/17/2026 08:07 AM,Kai,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37839,07/17/2026 08:07 AM,Kai,Modifiers,+ Add egg,Breakfast Sandwich,1,1.50,0.00,,1.50,No
37840,07/17/2026 12:01 PM,Rashid,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37840,07/17/2026 12:01 PM,Rashid,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37841,07/17/2026 02:18 PM,Kai,Breakfast,Avocado Toast,,1,11.00,0.00,,11.00,No
37841,07/17/2026 02:18 PM,Kai,Modifiers,+ Add egg,Avocado Toast,1,1.50,0.00,,1.50,No
37841,07/17/2026 02:18 PM,Kai,Coffee & Tea,Drip Coffee,,1,3.00,0.00,,3.00,No
37842,07/17/2026 08:00 AM,Rashid,Coffee & Tea,Cappuccino,,1,4.75,0.00,,4.75,No
37843,07/17/2026 10:08 AM,Maribel,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37843,07/17/2026 10:08 AM,Maribel,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37844,07/17/2026 09:21 AM,Theo,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37844,07/17/2026 09:21 AM,Theo,Modifiers,+ Gluten-free bread,Turkey Club,1,1.50,0.00,,1.50,No
37844,07/17/2026 09:21 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37844,07/17/2026 09:21 AM,Theo,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37845,07/17/2026 02:32 PM,Rashid,Lunch,Greek Salad,,1,12.00,0.00,,12.00,No
37846,07/17/2026 07:18 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37846,07/17/2026 07:18 AM,Theo,Modifiers,+ Extra shot,Latte,1,1.00,0.00,,1.00,No
37846,07/17/2026 07:18 AM,Theo,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37846,07/17/2026 07:18 AM,Theo,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37846,07/17/2026 07:18 AM,Theo,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37847,07/17/2026 09:38 AM,Rashid,Breakfast,Breakfast Sandwich,,1,9.50,0.00,,9.50,No
37847,07/17/2026 09:38 AM,Rashid,Modifiers,+ Add bacon,Breakfast Sandwich,1,2.50,0.00,,2.50,No
37847,07/17/2026 09:38 AM,Rashid,Modifiers,+ Add avocado,Breakfast Sandwich,1,2.00,0.00,,2.00,No
37847,07/17/2026 09:38 AM,Rashid,Lunch,Turkey Club,,1,13.50,0.00,,13.50,No
37848,07/17/2026 02:47 PM,Kai,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37848,07/17/2026 02:47 PM,Kai,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37848,07/17/2026 02:47 PM,Kai,Bakery,Blueberry Muffin,,1,3.50,0.00,,3.50,No
37849,07/17/2026 10:14 AM,Rashid,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37849,07/17/2026 10:14 AM,Rashid,Breakfast,Oatmeal Bowl,,1,7.50,0.00,,7.50,No
37850,07/17/2026 09:49 AM,Theo,Bakery,Croissant,,1,3.75,0.00,,3.75,No
37851,07/17/2026 09:16 AM,Theo,Bakery,Chocolate Chip Cookie,,1,2.75,2.75,Comp - manager,0.00,No
37851,07/17/2026 09:16 AM,Theo,Coffee & Tea,Chai Tea,,1,4.75,0.00,,4.75,No
37851,07/17/2026 09:16 AM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37852,07/17/2026 02:31 PM,Theo,Coffee & Tea,Latte,,1,5.25,0.00,,5.25,No
37852,07/17/2026 02:31 PM,Theo,Modifiers,+ Oat milk,Latte,1,0.75,0.00,,0.75,No
